control,cve_ent,nom_ent,cve_mun,nom_mun,cve_ageb,cve_mza,terrenos,sup_total,cve_concat,shape_leng,shape_area,cont_clave,abejas,asnos,aves,bovinos,caprinos,conejos,equinos,iguana,machosmlas,ovinos,porcinos,p_total
07101038-2004,7,Chiapas,101,Tuxtla Gutiérrez,038-2,4,6,1126.0357,101_038-2_004,22219.6376689,11126378.9391,101_038-2_004,,,1,,,,,,,,,1
07054003-7006,7,Chiapas,54,Mazatán,003-7,6,7,450.4587,054_003-7_006,9990.11388102,4459562.55112,054_003-7_006,,,,5,,,,,,,,5
07084002-1006,7,Chiapas,84,Solosuchiapa,002-1,6,37,409.0675,084_002-1_006,14020.4495643,4085086.50456,084_002-1_006,,,,6,,,,,,,,6
07061018-8007,7,Chiapas,61,Ocozocoautla de Espinosa,018-8,7,5,1490.0415,061_018-8_007,20866.7633633,14840592.8714,061_018-8_007,,,,3,,,,,,,,3
07042001-7008,7,Chiapas,42,Ixhuatán,001-7,8,4,242.0854,042_001-7_008,12194.1566777,2417006.05836,042_001-7_008,,,,2,,,,,,,,2
07012006-0009,7,Chiapas,12,Berriozábal,006-0,9,34,481.3346,012_006-0_009,12017.4911852,4796138.42014,012_006-0_009,,,,1,,1,,,,3,,5
07107050-7010,7,Chiapas,107,Villa Corzo,050-7,10,9,497.7958,107_050-7_010,11186.7061827,4948857.25811,107_050-7_010,,,,7,,,,,,,,7
07097017-6012,7,Chiapas,97,Tonalá,017-6,12,25,420.9276,097_017-6_012,11961.1597869,4178222.89788,097_017-6_012,,,,21,,,,,,,,21
07115003-4012,7,Chiapas,115,Maravilla Tenejapa,003-4,12,29,959.7463,115_003-4_012,13910.4950199,9753626.03988,115_003-4_012,,,,13,,,,,,,,13
07061018-8012,7,Chiapas,61,Ocozocoautla de Espinosa,018-8,12,20,1606.3469,061_018-8_012,18238.1238956,15996646.8375,061_018-8_012,,,3,13,,,,,,,,16
07030008-8014,7,Chiapas,30,Chicomuselo,008-8,14,85,336.2558,030_008-8_014,13244.438817,3492689.86828,030_008-8_014,,,2,5,,,,,,,,7
07012003-7026,7,Chiapas,12,Berriozábal,003-7,26,148,257.5324,012_003-7_026,9141.27824914,2686571.79932,012_003-7_026,,,,3,,,,,,,,3
07087006-1001,7,Chiapas,87,Suchiate,006-1,1,123,141.8213,087_006-1_001,4969.29866875,1520228.0699,087_006-1_001,,,,1,,,,,,,,1
07046006-9011,7,Chiapas,46,Jiquipilas,006-9,11,26,969.3311,046_006-9_011,23691.5110386,9653588.64893,046_006-9_011,,,,1,,,,,,,,1
07065029-5003,7,Chiapas,65,Palenque,029-5,3,262,3160.0199,065_029-5_003,26770.2203376,32110956.8835,065_029-5_003,,,,7,,,,,,,,7
07045001-9006,7,Chiapas,45,Ixtapangajoya,001-9,6,6,190.6683,045_001-9_006,9406.51877933,1905184.05381,045_001-9_006,,,,5,,,,,,,,5
07013002-A006,7,Chiapas,13,Bochil,002-A,6,37,716.3438,013_002-A_006,18794.7429562,7146903.93438,013_002-A_006,,,3,15,,,,,,,,18
07086005-A011,7,Chiapas,86,Suchiapa,005-A,11,13,118.3438,086_005-A_011,4691.50545447,1178913.56645,086_005-A_011,,,,7,,,,,,,,7
07046006-9009,7,Chiapas,46,Jiquipilas,006-9,9,20,487.4872,046_006-9_009,10274.0197076,4855563.18606,046_006-9_009,,,,2,,,,,,,,2
07019018-4008,7,Chiapas,19,Comitán de Domínguez,018-4,8,711,3017.3654,019_018-4_008,30835.2244504,31171078.4837,019_018-4_008,,,24,203,,,,,,,1,228
07110003-8006,7,Chiapas,110,San Lucas,003-8,6,4,86.075,110_003-8_006,5330.0607446,857076.747208,110_003-8_006,,,,2,,,,,,,,2
07106013-9008,7,Chiapas,106,Venustiano Carranza,013-9,8,218,28.9991,106_013-9_008,3391.69554481,288446.836266,106_013-9_008,,,,4,,,,,,,,4
07009009-9009,7,Chiapas,9,Arriaga,009-9,9,3,136.8709,009_009-9_009,4699.6734662,1364298.85803,009_009-9_009,,,,3,,,,,,,,3
07092004-2009,7,Chiapas,92,Tecpatán,004-2,9,147,2767.3604,092_004-2_009,27378.0340559,28088284.7359,092_004-2_009,,,6,47,,,,,,,,53
07108022-2009,7,Chiapas,108,Villaflores,022-2,9,16,943.7634,108_022-2_009,15390.5903095,9384091.57413,108_022-2_009,,,,14,,,,,,,1,15
07031011-7011,7,Chiapas,31,Chilón,011-7,11,45,304.848,031_011-7_011,13379.7917159,3041978.36051,031_011-7_011,,,,1,,,,,,,,1
07099015-1013,7,Chiapas,99,La Trinitaria,015-1,13,43,247.9853,099_015-1_013,8788.52726961,2595902.42458,099_015-1_013,,,,2,,,,,,,,2
07108013-3012,7,Chiapas,108,Villaflores,013-3,12,67,378.6212,108_013-3_012,16498.9151679,3795696.10568,108_013-3_012,,,2,1,,,,,,,,3
07068008-5013,7,Chiapas,68,Pichucalco,008-5,13,46,2128.5537,068_008-5_013,29657.7339133,21383155.22,068_008-5_013,,,,44,,,,,,,,44
07061013-5015,7,Chiapas,61,Ocozocoautla de Espinosa,013-5,15,4,397.8154,061_013-5_015,9695.36079382,3964754.86732,061_013-5_015,,,,3,,,,,,,,3
07108015-2018,7,Chiapas,108,Villaflores,015-2,18,39,113.7286,108_015-2_018,4737.20457986,1131404.60415,108_015-2_018,,,,3,,,,,,,,3
07071003-8028,7,Chiapas,71,Villa Comaltitlán,003-8,28,19,22.5758,071_003-8_028,2233.36099797,223425.784684,071_003-8_028,,,1,1,,,,,,,,2
07062001-A040,7,Chiapas,62,Ostuacán,001-A,40,3,36.9743,062_001-A_040,2623.91112306,385859.099471,062_001-A_040,,,,3,,,,,,,,3
07020017-0001,7,Chiapas,20,La Concordia,017-0,1,14,1402.4542,020_017-0_001,18152.5283241,13924425.8612,020_017-0_001,,,,3,,,,,,,,3
07061020-5005,7,Chiapas,61,Ocozocoautla de Espinosa,020-5,5,3,782.2305,061_020-5_005,12541.9087631,7788468.98499,061_020-5_005,,,2,,,,,,,,,2
07059042-3001,7,Chiapas,59,Ocosingo,042-3,1,2,515.5646,059_042-3_001,12793.6122224,5140876.29174,059_042-3_001,,,,1,,,,,,,,1
07107008-5008,7,Chiapas,107,Villa Corzo,008-5,8,8,1744.8424,107_008-5_008,24156.0092016,17347850.867,107_008-5_008,,,,1,,,,,,,,1
07069014-8001,7,Chiapas,69,Pijijiapan,014-8,1,183,3222.0924,069_014-8_001,56177.8117023,56229944.9642,069_014-8_001,,,,180,,,,,,,,180
07046011-A008,7,Chiapas,46,Jiquipilas,011-A,8,39,497.5956,046_011-A_008,14286.7187603,4952722.56295,046_011-A_008,,,,2,,,,,,,,2
07092011-2009,7,Chiapas,92,Tecpatán,011-2,9,6,30.3672,092_011-2_009,2961.98029421,303084.957939,092_011-2_009,,,,4,,,,,,,,4
07052038-6002,7,Chiapas,52,Las Margaritas,038-6,2,255,718.6825,052_038-6_002,16029.7186414,7436361.94574,052_038-6_002,,,,4,,,,,,,,4
07062001-A003,7,Chiapas,62,Ostuacán,001-A,3,40,794.352,062_001-A_003,16045.9656733,7937492.24968,062_001-A_003,,,1,19,,,,,,,1,21
07065015-3004,7,Chiapas,65,Palenque,015-3,4,20,135.4759,065_015-3_004,7338.09587367,1354307.86151,065_015-3_004,,,,7,,,,,,,,7
07097014-2005,7,Chiapas,97,Tonalá,014-2,5,12,472.7659,097_014-2_005,10379.880448,4695252.37267,097_014-2_005,,,,12,,,,,,,,12
07106008-8010,7,Chiapas,106,Venustiano Carranza,008-8,10,46,1232.8522,106_008-8_010,21450.6561407,12415612.8503,106_008-8_010,,,,11,,,,,,,,11
07072002-0022,7,Chiapas,72,Pueblo Nuevo Solistahuacán,002-0,22,104,668.1887,072_002-0_022,11953.1937885,6732417.704,072_002-0_022,2,,,9,,,,,,,,11
07046016-2012,7,Chiapas,46,Jiquipilas,016-2,12,148,1414.3221,046_016-2_012,16347.061325,14135171.8834,046_016-2_012,,,,38,,,,,,,,38
07034005-3014,7,Chiapas,34,Frontera Comalapa,005-3,14,48,670.3439,034_005-3_014,16485.6667171,6651283.24567,034_005-3_014,,,,25,,,,,,,,25
07107026-3014,7,Chiapas,107,Villa Corzo,026-3,14,3,1661.6865,107_026-3_014,21163.948387,16659208.5554,107_026-3_014,,,,2,,,,,,,,2
07102003-6016,7,Chiapas,102,Tuxtla Chico,003-6,16,11,132.1302,102_003-6_016,8516.89744917,1305198.2366,102_003-6_016,,,,2,,,,,,,,2
07017024-5035,7,Chiapas,17,Cintalapa,024-5,35,9,132.4772,017_024-5_035,5571.91851955,1318985.45326,017_024-5_035,,,,6,,,,,,,,6
07108013-3018,7,Chiapas,108,Villaflores,013-3,18,14,375.4622,108_013-3_018,8746.63977524,3734772.05592,108_013-3_018,,,,2,,,,,,,,2
07065018-7020,7,Chiapas,65,Palenque,018-7,20,12,77.282,065_018-7_020,4308.41275111,772246.052916,065_018-7_020,,,1,,,,,,,,1,2
07097020-8002,7,Chiapas,97,Tonalá,020-8,2,180,3607.3178,097_020-8_002,28447.9190055,36475864.3373,097_020-8_002,,,4,166,,,,,,,2,172
07016007-4006,7,Chiapas,16,Catazajá,007-4,6,7,37.0364,016_007-4_006,2868.72712456,370518.633125,016_007-4_006,,,,6,,,,,,,,6
07065008-3003,7,Chiapas,65,Palenque,008-3,3,51,445.4735,065_008-3_003,9262.11884571,4466512.27847,065_008-3_003,,,2,42,,,,,,1,,45
07065025-7003,7,Chiapas,65,Palenque,025-7,3,95,1433.9905,065_025-7_003,18037.7422253,14623479.9005,065_025-7_003,,,,13,,,,,,,,13
07110002-3004,7,Chiapas,110,San Lucas,002-3,4,17,419.4121,110_002-3_004,13185.1477286,4176964.86867,110_002-3_004,,,,11,,,,,,,,11
07075005-6007,7,Chiapas,75,Las Rosas,005-6,7,17,403.0979,075_005-6_007,8741.57731813,4010997.53932,075_005-6_007,,,,1,,,,,,,,1
07079004-0007,7,Chiapas,79,San Fernando,004-0,7,12,497.9944,079_004-0_007,10832.6758304,4965031.8693,079_004-0_007,,,,8,,,,,,,,8
07059040-4004,7,Chiapas,59,Ocosingo,040-4,4,511,3097.9185,059_040-4_004,33702.2798782,30937882.3487,059_040-4_004,,,,1,,,,,,,,1
07027003-A009,7,Chiapas,27,Chiapa de Corzo,003-A,9,269,569.0288,027_003-A_009,13921.2303859,5788942.38232,027_003-A_009,,,,24,,,,,,,,24
07092005-7009,7,Chiapas,92,Tecpatán,005-7,9,21,656.9637,092_005-7_009,17358.2709619,6559452.3774,092_005-7_009,,,,16,,,,,,,,16
07100004-6013,7,Chiapas,100,Tumbalá,004-6,13,16,48.9803,100_004-6_013,3136.9457916,489166.477537,100_004-6_013,,,,4,,,,,,,,4
07069002-5039,7,Chiapas,69,Pijijiapan,002-5,39,20,106.29,069_002-5_039,4403.17469153,1088220.17596,069_002-5_039,,,1,5,,,,,,,,6
07050008-0019,7,Chiapas,50,La Libertad,008-0,19,3,768.0586,050_008-0_019,21697.3737719,7677883.29778,050_008-0_019,,,,3,,,,,,,,3
07061010-1019,7,Chiapas,61,Ocozocoautla de Espinosa,010-1,19,61,347.7843,061_010-1_019,8068.68852223,3531605.74219,061_010-1_019,,,3,27,,,,,,,,30
07107011-7028,7,Chiapas,107,Villa Corzo,011-7,28,27,17.922,107_011-7_028,2130.22265857,182596.50369,107_011-7_028,,,,9,,,,,,,1,10
07061008-4029,7,Chiapas,61,Ocozocoautla de Espinosa,008-4,29,4,14.8413,061_008-4_029,2078.99439581,148014.241638,061_008-4_029,,,,3,,,,,,,,3
07051014-3033,7,Chiapas,51,Mapastepec,014-3,33,8,73.4472,051_014-3_033,3467.62340882,732149.524065,051_014-3_033,,,2,5,,,,,,,,7
07077008-4024,7,Chiapas,77,Salto de Agua,008-4,24,18,48.8295,077_008-4_024,3626.39378472,508957.765008,077_008-4_024,,,,4,,,,,,,,4
07035001-2002,7,Chiapas,35,Frontera Hidalgo,001-2,2,72,842.7606,035_001-2_002,17887.9461255,8322593.78661,035_001-2_002,,,,8,,,,,,,,8
07108012-9002,7,Chiapas,108,Villaflores,012-9,2,47,1225.2862,108_012-9_002,21306.5716485,12193277.5092,108_012-9_002,,,,21,,,,,,,,21
07108020-3004,7,Chiapas,108,Villaflores,020-3,4,90,601.8009,108_020-3_004,10995.8491837,5985844.34986,108_020-3_004,,,,2,,,,,,,,2
07065018-7007,7,Chiapas,65,Palenque,018-7,7,8,648.1222,065_018-7_007,13181.6117134,6477461.47871,065_018-7_007,,,,6,,,,,,2,,8
07069014-8007,7,Chiapas,69,Pijijiapan,014-8,7,15,705.598,069_014-8_007,18142.2269833,6993100.37543,069_014-8_007,,,,13,,,,,,,,13
07059032-A008,7,Chiapas,59,Ocosingo,032-A,8,21,848.3685,059_032-A_008,20086.5174242,8459421.05771,059_032-A_008,,,,1,,,,,,,,1
07108017-1009,7,Chiapas,108,Villaflores,017-1,9,8,1121.3166,108_017-1_009,17347.3336631,11152297.2703,108_017-1_009,,,,6,,,,,,,,6
07100004-6010,7,Chiapas,100,Tumbalá,004-6,10,530,1124.879,100_004-6_010,15607.2574908,11403785.4778,100_004-6_010,,,,21,,,,,,,,21
07104002-6001,7,Chiapas,104,Tzimol,002-6,1,42,88.6032,104_002-6_001,4389.92715819,881145.367571,104_002-6_001,,,,26,,,,,,,,26
07089030-A011,7,Chiapas,89,Tapachula,030-A,11,38,669.4975,089_030-A_011,9965.43343923,6608583.74231,089_030-A_011,,,1,6,,,,,,1,1,9
07003004-2013,7,Chiapas,3,Acapetahua,004-2,13,102,277.7704,003_004-2_013,10090.4248854,2991991.27584,003_004-2_013,,,,19,,,,,,,,19
07041012-8014,7,Chiapas,41,La Independencia,012-8,14,44,642.6992,041_012-8_014,12868.9389498,6391444.70872,041_012-8_014,,,4,1,,,,,,,,5
07108016-7006,7,Chiapas,108,Villaflores,016-7,6,44,1227.5088,108_016-7_006,17434.9059961,12209876.6264,108_016-7_006,,,5,35,,,,,,,,40
07027008-2023,7,Chiapas,27,Chiapa de Corzo,008-2,23,14,195.8147,027_008-2_023,7168.24799984,1949124.86723,027_008-2_023,,,,1,,,,,,,,1
07062002-4001,7,Chiapas,62,Ostuacán,002-4,1,11,1141.64,062_002-4_001,20779.4976236,11407288.3349,062_002-4_001,,,,3,,,,,,,,3
07108012-9007,7,Chiapas,108,Villaflores,012-9,7,402,2082.319,108_012-9_007,52625.4534498,21047651.0965,108_012-9_007,,,,192,,,,,,,1,193
07048008-2004,7,Chiapas,48,Juárez,008-2,4,19,653.4335,048_008-2_004,15676.4581425,6532012.27229,048_008-2_004,,,,17,,,,,,,,17
07061016-9004,7,Chiapas,61,Ocozocoautla de Espinosa,016-9,4,14,682.5052,061_016-9_004,13485.9561396,6799361.91503,061_016-9_004,,,1,2,,,,,,1,,4
07075006-0001,7,Chiapas,75,Las Rosas,006-0,1,316,2351.6826,075_006-0_001,30460.0283747,23354223.292,075_006-0_001,,,,42,,,,,,,,42
07030003-5002,7,Chiapas,30,Chicomuselo,003-5,2,162,381.0222,030_003-5_002,9056.76050022,3920333.27998,030_003-5_002,,,,35,,,,,,,,35
07061005-0014,7,Chiapas,61,Ocozocoautla de Espinosa,005-0,14,16,10.4524,061_005-0_014,2275.14408996,104289.115347,061_005-0_014,,,,2,,,,,,,,2
07061003-1002,7,Chiapas,61,Ocozocoautla de Espinosa,003-1,2,109,1778.0619,061_003-1_002,37437.346424,17917810.3012,061_003-1_002,,,,75,,,,,,,,75
07087002-3004,7,Chiapas,87,Suchiate,002-3,4,496,938.2851,087_002-3_004,14371.9900157,10076649.7369,087_002-3_004,,,,152,,,,,,6,1,159
07065023-8002,7,Chiapas,65,Palenque,023-8,2,324,1711.4465,065_023-8_002,23988.5454154,17398416.1925,065_023-8_002,,,5,7,,,1,,,,,13
07005005-1005,7,Chiapas,5,Amatán,005-1,5,29,459.1142,005_005-1_005,12186.8270137,4584530.6412,005_005-1_005,,,,4,,,,,,,,4
07039004-5011,7,Chiapas,39,Huitiupán,004-5,11,10,88.369,039_004-5_011,4253.83497348,882177.749123,039_004-5_011,,,1,,,,,,,,,1
07059005-2007,7,Chiapas,59,Ocosingo,005-2,7,1,476.9032,059_005-2_007,22525.2402707,4761390.282,059_005-2_007,,,1,,,,,,,,,1
07034007-2003,7,Chiapas,34,Frontera Comalapa,007-2,3,7,1015.5033,034_007-2_003,20081.1507683,10077399.5298,034_007-2_003,,,,6,,,,,,,,6
07108016-7005,7,Chiapas,108,Villaflores,016-7,5,65,1234.7144,108_016-7_005,20478.6134738,12282165.496,108_016-7_005,,,1,45,,,,,,1,,47
07027004-4002,7,Chiapas,27,Chiapa de Corzo,004-4,2,283,3579.2152,027_004-4_002,43271.392369,35675269.9968,027_004-4_002,,,,15,,,,,,,,15
07084001-7013,7,Chiapas,84,Solosuchiapa,001-7,13,10,349.5179,084_001-7_013,10578.7285218,3491078.66263,084_001-7_013,,,,4,,,,,,,,4
07034004-9006,7,Chiapas,34,Frontera Comalapa,004-9,6,44,1794.5018,034_004-9_006,21896.7317787,17812968.6086,034_004-9_006,,,,8,,,,,,,,8
07107014-0006,7,Chiapas,107,Villa Corzo,014-0,6,30,2605.35,107_014-0_006,43700.6549085,25898764.8513,107_014-0_006,,,8,4,,,,,,,,12
07025001-6007,7,Chiapas,25,Chapultenango,001-6,7,485,2236.5373,025_001-6_007,27990.4838112,23200473.1502,025_001-6_007,,,,32,,,,,,,,32
07107018-9009,7,Chiapas,107,Villa Corzo,018-9,9,27,278.28,107_018-9_009,6663.45919615,2765074.54404,107_018-9_009,,,1,10,,,,,,,,11
07051013-9010,7,Chiapas,51,Mapastepec,013-9,10,36,125.1665,051_013-9_010,6362.39811031,1320908.07768,051_013-9_010,,,,6,,,,,,,,6
07068008-5010,7,Chiapas,68,Pichucalco,008-5,10,15,219.9238,068_008-5_010,6363.1684908,2196890.19626,068_008-5_010,,,,7,,,,,,,,7
07042002-1013,7,Chiapas,42,Ixhuatán,002-1,13,5,109.6726,042_002-1_013,4161.90110518,1095180.4676,042_002-1_013,,,,1,,,,,,,,1
07097014-2016,7,Chiapas,97,Tonalá,014-2,16,8,209.4013,097_014-2_016,13506.8806787,2079277.84933,097_014-2_016,,,,8,,,,,,,,8
07068008-5014,7,Chiapas,68,Pichucalco,008-5,14,1,120.604,068_008-5_014,4348.17918352,1204510.75541,068_008-5_014,,,,1,,,,,,,,1
07034005-3021,7,Chiapas,34,Frontera Comalapa,005-3,21,18,51.1663,034_005-3_021,4783.53671864,507637.359804,034_005-3_021,,,,4,,,,,,,,4
07071003-8024,7,Chiapas,71,Villa Comaltitlán,003-8,24,16,17.3873,071_003-8_024,2085.62896267,202665.367886,071_003-8_024,,,,1,,,,,,,,1
07071004-2027,7,Chiapas,71,Villa Comaltitlán,004-2,27,10,126.6677,071_004-2_027,6608.60600639,1264564.59785,071_004-2_027,,,,3,,,,,,,,3
07108010-A001,7,Chiapas,108,Villaflores,010-A,1,5,794.4582,108_010-A_001,18353.6533516,7907052.71847,108_010-A_001,,,,2,,,,,,,,2
07008002-A002,7,Chiapas,8,Angel Albino Corzo,002-A,2,85,1161.3786,008_002-A_002,24989.6588012,11531812.6445,008_002-A_002,,,,49,,,,,,,,49
07107005-1013,7,Chiapas,107,Villa Corzo,005-1,13,1,126.7568,107_005-1_013,4674.84477512,1260592.64947,107_005-1_013,,,,1,,,,,,,,1
07108022-2002,7,Chiapas,108,Villaflores,022-2,2,36,1302.9248,108_022-2_002,16611.454577,12957613.4298,108_022-2_002,,,1,11,,,,,,,,12
07017009-0004,7,Chiapas,17,Cintalapa,009-0,4,9,2985.6767,017_009-0_004,33713.4905217,29771078.1407,017_009-0_004,,,,7,,,,,,,,7
07017019-4004,7,Chiapas,17,Cintalapa,019-4,4,48,687.3886,017_019-4_004,13242.2380109,6848379.75862,017_019-4_004,,,,25,,,,,,1,,26
07059017-5004,7,Chiapas,59,Ocosingo,017-5,4,95,375.3333,059_017-5_004,8831.92519475,3766727.75038,059_017-5_004,,,,3,,,,,,,,3
07089027-8005,7,Chiapas,89,Tapachula,027-8,5,23,867.2442,089_027-8_005,15824.8821499,8568682.17697,089_027-8_005,,,1,7,,,,,,,,8
07016005-5007,7,Chiapas,16,Catazajá,005-5,7,6,539.8512,016_005-5_007,11183.405167,5401531.37563,016_005-5_007,,,,2,,,,,,,,2
07061017-3007,7,Chiapas,61,Ocozocoautla de Espinosa,017-3,7,33,469.4183,061_017-3_007,10123.0461886,4754827.39456,061_017-3_007,,,,2,,,,,,,,2
07062004-3014,7,Chiapas,62,Ostuacán,004-3,14,6,449.5869,062_004-3_014,11414.2283471,4490196.05717,062_004-3_014,,,,2,,,,,,,,2
07027010-A015,7,Chiapas,27,Chiapa de Corzo,010-A,15,43,316.6712,027_010-A_015,7976.45690186,3170594.31901,027_010-A_015,,,,13,,,,,,,,13
07110002-3006,7,Chiapas,110,San Lucas,002-3,6,12,28.0685,110_002-3_006,2728.74211927,279508.94618,110_002-3_006,,,,3,,,,,,,,3
07099003-9035,7,Chiapas,99,La Trinitaria,003-9,35,48,99.5248,099_003-9_035,6240.81053085,1057094.18388,099_003-9_035,,,,2,,,,,,,,2
07035001-2005,7,Chiapas,35,Frontera Hidalgo,001-2,5,44,644.3863,035_001-2_005,14946.3354985,6362683.41948,035_001-2_005,,,1,8,,,,,,,,9
07099010-9008,7,Chiapas,99,La Trinitaria,010-9,8,5,1197.4997,099_010-9_008,28114.8616742,11899062.4123,099_010-9_008,,,,3,,,,,,,,3
07054004-1015,7,Chiapas,54,Mazatán,004-1,15,13,789.602,054_004-1_015,20338.3301496,7799240.96018,054_004-1_015,,,,1,,,,,,,,1
07068005-1016,7,Chiapas,68,Pichucalco,005-1,16,20,906.4527,068_005-1_016,14863.5978241,9058097.88678,068_005-1_016,,,,2,,,,,,,,2
07097014-2018,7,Chiapas,97,Tonalá,014-2,18,34,501.5474,097_014-2_018,11398.4698834,4979676.08932,097_014-2_018,,,,30,,,,,,,,30
07018001-1005,7,Chiapas,18,Coapilla,001-1,5,271,5068.9663,018_001-1_005,55786.7877004,50547618.671,018_001-1_005,,,,104,,,,,,,,104
07092005-7025,7,Chiapas,92,Tecpatán,005-7,25,37,200.6122,092_005-7_025,9062.11456188,2050282.13055,092_005-7_025,,,1,22,,,,,,,,23
07103002-9002,7,Chiapas,103,Tuzantán,002-9,2,141,226.4124,103_002-9_002,9523.56694609,2280353.33749,103_002-9_002,,,,10,,,,,,,,10
07037004-0016,7,Chiapas,37,Huehuetán,004-0,16,5,297.7232,037_004-0_016,7467.97780504,2942807.81795,037_004-0_016,,,,1,,,,,,,,1
07059001-4005,7,Chiapas,59,Ocosingo,001-4,5,102,1265.635,059_001-4_005,15115.5308595,13103274.8761,059_001-4_005,,,,1,,,,,,,,1
07107026-3006,7,Chiapas,107,Villa Corzo,026-3,6,8,217.7151,107_026-3_006,6151.48561648,2162450.04437,107_026-3_006,,,,7,,,,,,,,7
07061019-2001,7,Chiapas,61,Ocozocoautla de Espinosa,019-2,1,986,4563.2766,061_019-2_001,29673.5750551,47317784.0673,061_019-2_001,,,,7,,,,,,,,7
07039004-5002,7,Chiapas,39,Huitiupán,004-5,2,117,1385.235,039_004-5_002,23861.0157399,13956568.1999,039_004-5_002,,,,38,,,,,,,,38
07116010-1014,7,Chiapas,116,Marqués de Comillas,010-1,14,31,631.7403,116_010-1_014,11182.6690448,6444536.92976,116_010-1_014,,,,11,,,,,,,,11
07051012-4020,7,Chiapas,51,Mapastepec,012-4,20,6,545.9712,051_012-4_020,12453.4055602,5406270.54305,051_012-4_020,,,,2,,,,,,,,2
07097015-7027,7,Chiapas,97,Tonalá,015-7,27,80,240.3721,097_015-7_027,6466.97146714,2543004.62679,097_015-7_027,,,,69,,,,,,,,69
07021003-6002,7,Chiapas,21,Copainalá,003-6,2,43,890.8111,021_003-6_002,18802.341479,8890555.73776,021_003-6_002,,,1,23,,,,,,,,24
07104004-5003,7,Chiapas,104,Tzimol,004-5,3,146,155.9526,104_004-5_003,8781.71154579,1921669.92742,104_004-5_003,,,,34,,,,,,1,,35
07046007-3009,7,Chiapas,46,Jiquipilas,007-3,9,464,1927.8096,046_007-3_009,35223.5022173,20318637.1737,046_007-3_009,,,19,169,,,,,,2,,190
07065002-6009,7,Chiapas,65,Palenque,002-6,9,7,1830.1761,065_002-6_009,25639.29685,18312067.7899,065_002-6_009,,,,2,,,,,,,,2
07065008-3012,7,Chiapas,65,Palenque,008-3,12,12,258.997,065_008-3_012,9205.86351469,2589647.62518,065_008-3_012,,,,11,,,,,,,,11
07027005-9010,7,Chiapas,27,Chiapa de Corzo,005-9,10,82,850.9099,027_005-9_010,22047.7279015,8495999.02354,027_005-9_010,,,1,,,,,,,,,1
07091002-6011,7,Chiapas,91,Tapilula,002-6,11,74,175.9805,091_002-6_011,6698.12946525,1794707.49458,091_002-6_011,,,,16,,,,,,,,16
07067004-A009,7,Chiapas,67,Pantepec,004-A,9,36,297.9396,067_004-A_009,11510.3679785,2972887.75149,067_004-A_009,,,,1,,,,,,,,1
07012005-6013,7,Chiapas,12,Berriozábal,005-6,13,23,39.559,012_005-6_013,3986.87485088,394357.97596,012_005-6_013,,,,1,,,,,,,,1
07077013-5001,7,Chiapas,77,Salto de Agua,013-5,1,338,924.6761,077_013-5_001,13928.3101464,9457375.77482,077_013-5_001,,,,31,,,,,,,,31
07097015-7017,7,Chiapas,97,Tonalá,015-7,17,13,217.2834,097_015-7_017,7031.2940437,2157579.24599,097_015-7_017,,,1,5,,,,,,,,6
07020011-3002,7,Chiapas,20,La Concordia,011-3,2,140,642.489,020_011-3_002,12691.3818016,6888100.19706,020_011-3_002,1,,,22,,,,,,,,23
07051011-A002,7,Chiapas,51,Mapastepec,011-A,2,96,708.8411,051_011-A_002,15022.9190428,7273455.36509,051_011-A_002,,,5,71,,,,,,,,76
07094002-8002,7,Chiapas,94,Teopisca,002-8,2,89,563.2196,094_002-8_002,11755.8461509,5643384.76128,094_002-8_002,,,,4,,,,,,,,4
07108009-7003,7,Chiapas,108,Villaflores,009-7,3,5,1271.336,108_009-7_003,25420.685158,12653607.8075,108_009-7_003,,,,4,,,,,,,,4
07061010-1004,7,Chiapas,61,Ocozocoautla de Espinosa,010-1,4,11,367.8454,061_010-1_004,11557.9332886,3674177.13001,061_010-1_004,,,,3,,,,,,,,3
07048003-A006,7,Chiapas,48,Juárez,003-A,6,6,87.016,048_003-A_006,5786.72635481,870355.985604,048_003-A_006,,,,4,,,,,,,,4
07088001-6004,7,Chiapas,88,Sunuapa,001-6,4,15,392.0182,088_001-6_004,10521.2991497,3917211.91518,088_001-6_004,,,,12,,,,,,,,12
07059035-3005,7,Chiapas,59,Ocosingo,035-3,5,56,902.9776,059_035-3_005,12005.3341464,9006773.79209,059_035-3_005,,,2,1,,,,,,,,3
07039004-5023,7,Chiapas,39,Huitiupán,004-5,23,33,21.2091,039_004-5_023,2944.94987331,211697.657298,039_004-5_023,,,,14,,,,,,,,14
07003003-8007,7,Chiapas,3,Acapetahua,003-8,7,63,848.3944,003_003-8_007,22943.1208132,8400254.79167,003_003-8_007,,,,37,,,,,,,,37
07107011-7007,7,Chiapas,107,Villa Corzo,011-7,7,19,1141.9935,107_011-7_007,15036.7805862,11351342.6432,107_011-7_007,,,,8,,,,,,,,8
07025002-0011,7,Chiapas,25,Chapultenango,002-0,11,7,11.8958,025_002-0_011,1544.59954483,118801.539684,025_002-0_011,,,2,3,,,,,,,,5
07059033-4014,7,Chiapas,59,Ocosingo,033-4,14,27,287.6761,059_033-4_014,7584.54826813,2867899.19727,059_033-4_014,,,,15,,,,,,,,15
