control,cve_ent,nom_ent,cve_mun,nom_mun,cve_ageb,cve_mza,terrenos,sup_total,cve_concat,shape_leng,shape_area,contclave,aceituno,achiotillo,acote,aguacacima,aguacatill,alamo,algodoncil,amate,baqueta,barranco,bobchiche,campanillo,canelito,cante,caoba,caobilla,caracolill,carbon,cascarillo,cedro,cedroespin,cedron,ceiba,chalum,chumish,cipres,coleto,copal,copalche,corcho,cuaulote,encino,espinanegr,espinonegr,florasilve,fresnogiga,frijolillo,guaciban,guaje,guayabillo,hormiguill,huamuche,hulehevea,jarilarbol,jobillo,laurel,lena,limoncillo,macablanca,madredecac,mangle,marinero,matabuey,melina,nisperozap,ocotillo,oyamel,palmachaca,palocortes,palocedril,palovamari,pinabete,pino,pinolillo,popiste,primavera,roble,saucelloro,teca,tepemezqui,zapotefais,zapotillo,f_total
07072002-0003,7,Chiapas,72,Pueblo Nuevo Solistahuacán,002-0,3,54,125.2174,072_002-0_003,5136.01832115,1276877.09209,072_002-0_003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
07019016-5001,7,Chiapas,19,Comitán de Domínguez,016-5,1,655,2277.0187,019_016-5_001,25884.8483637,23756218.8787,019_016-5_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07017020-7011,7,Chiapas,17,Cintalapa,020-7,11,4,735.82,017_020-7_011,12279.5334996,7331441.81425,017_020-7_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3
07061020-5015,7,Chiapas,61,Ocozocoautla de Espinosa,020-5,15,258,884.9646,061_020-5_015,19879.5936892,9087825.00642,061_020-5_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
07065008-3015,7,Chiapas,65,Palenque,008-3,15,3,288.6542,065_008-3_015,7136.67166949,2886004.21598,065_008-3_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3
07019013-1006,7,Chiapas,19,Comitán de Domínguez,013-1,6,469,1522.4153,019_013-1_006,28765.5958822,15734751.3845,019_013-1_006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07067001-6008,7,Chiapas,67,Pantepec,001-6,8,8,141.9698,067_001-6_008,4941.35248393,1416949.08823,067_001-6_008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2
07108020-3010,7,Chiapas,108,Villaflores,020-3,10,102,277.2015,108_020-3_010,7978.42274089,2845588.96416,108_020-3_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,33
07059008-6005,7,Chiapas,59,Ocosingo,008-6,5,375,3598.1906,059_008-6_005,29437.1724743,37252735.8408,059_008-6_005,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07019014-6009,7,Chiapas,19,Comitán de Domínguez,014-6,9,104,311.2351,019_014-6_009,9817.7173084,3080808.45544,019_014-6_009,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,15
07089029-7031,7,Chiapas,89,Tapachula,029-7,31,25,49.579,089_029-7_031,2917.9277041,493269.035531,089_029-7_031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2
07030011-A008,7,Chiapas,30,Chicomuselo,011-A,8,272,3109.5944,030_011-A_008,27064.3008918,30841330.3091,030_011-A_008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
07061010-1025,7,Chiapas,61,Ocozocoautla de Espinosa,010-1,25,132,184.8615,061_010-1_025,6954.52381231,1847590.36794,061_010-1_025,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
07065030-8040,7,Chiapas,65,Palenque,030-8,40,56,134.1068,065_030-8_040,4872.21215658,1339411.56195,065_030-8_040,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07027007-8026,7,Chiapas,27,Chiapa de Corzo,007-8,26,304,611.3981,027_007-8_026,15350.2922957,6234131.62116,027_007-8_026,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
07046007-3004,7,Chiapas,46,Jiquipilas,007-3,4,90,487.7264,046_007-3_004,12609.4967347,4909452.78621,046_007-3_004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07108012-9004,7,Chiapas,108,Villaflores,012-9,4,12,229.9915,108_012-9_004,9560.26665044,2288738.41497,108_012-9_004,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07075005-6013,7,Chiapas,75,Las Rosas,005-6,13,23,83.1956,075_005-6_013,3881.35116115,827712.961248,075_005-6_013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,18
07061007-A004,7,Chiapas,61,Ocozocoautla de Espinosa,007-A,4,676,961.0281,061_007-A_004,13359.1009304,9858746.27518,061_007-A_004,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
07078001-A009,7,Chiapas,78,San Cristóbal de las Casas,001-A,9,16,221.9185,078_001-A_009,9659.62322429,2210861.96103,078_001-A_009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
07108007-8012,7,Chiapas,108,Villaflores,007-8,12,216,758.0686,108_007-8_012,15354.5195084,7593057.44054,108_007-8_012,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,50
07017008-6001,7,Chiapas,17,Cintalapa,008-6,1,117,8435.464,017_008-6_001,53628.8382796,84118813.9891,017_008-6_001,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07078001-A010,7,Chiapas,78,San Cristóbal de las Casas,001-A,10,14,123.9252,078_001-A_010,7611.47402102,1191399.36522,078_001-A_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
07047003-2010,7,Chiapas,47,Jitotol,003-2,10,39,232.1001,047_003-2_010,12408.6069823,2315307.77081,047_003-2_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5
07099012-8028,7,Chiapas,99,La Trinitaria,012-8,28,62,105.5885,099_012-8_028,5488.74890156,1050184.53648,099_012-8_028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07013008-7002,7,Chiapas,13,Bochil,008-7,2,2142,2893.3729,013_008-7_002,56288.0103341,30184366.3074,013_008-7_002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07046014-3002,7,Chiapas,46,Jiquipilas,014-3,2,725,6212.9546,046_014-3_002,65493.6592099,62511119.2943,046_014-3_002,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07042002-1005,7,Chiapas,42,Ixhuatán,002-1,5,793,786.3768,042_002-1_005,11565.2908503,8335986.57242,042_002-1_005,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07019017-A001,7,Chiapas,19,Comitán de Domínguez,017-A,1,69,359.0975,019_017-A_001,8428.87695114,3571664.14866,019_017-A_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3
07052007-0002,7,Chiapas,52,Las Margaritas,007-0,2,1,4361.1078,052_007-0_002,26173.489406,43990972.7249,052_007-0_002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07017013-7005,7,Chiapas,17,Cintalapa,013-7,5,171,1285.2985,017_013-7_005,18661.9252615,13538786.5113,017_013-7_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
07108013-3022,7,Chiapas,108,Villaflores,013-3,22,253,198.105,108_013-3_022,7307.36647044,2028502.73543,108_013-3_022,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,10
07018002-6005,7,Chiapas,18,Coapilla,002-6,5,232,1856.7295,018_002-6_005,22626.5329614,18938143.7931,018_002-6_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5
07116010-1012,7,Chiapas,116,Marqués de Comillas,010-1,12,70,326.83,116_010-1_012,8864.95892013,3252996.79098,116_010-1_012,,,,,,,,,,,,,,,5,8,,,,4,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,7,,,,,,,,,51
07030009-2001,7,Chiapas,30,Chicomuselo,009-2,1,5,1544.2725,030_009-2_001,20716.7129171,15322923.8592,030_009-2_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07079006-A018,7,Chiapas,79,San Fernando,006-A,18,171,503.8839,079_006-A_018,10586.6509241,5064874.45471,079_006-A_018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
07046008-8006,7,Chiapas,46,Jiquipilas,008-8,6,516,3188.9777,046_008-8_006,29674.3547551,33064764.274,046_008-8_006,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
07065014-9010,7,Chiapas,65,Palenque,014-9,10,12,1210.3571,065_014-9_010,15024.5848576,12097140.3514,065_014-9_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
07108020-3002,7,Chiapas,108,Villaflores,020-3,2,16,564.3872,108_020-3_002,11052.5490715,5613518.18515,108_020-3_002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,16
07050008-0003,7,Chiapas,50,La Libertad,008-0,3,188,2326.6195,050_008-0_003,24152.8256366,23796144.1679,050_008-0_003,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07018002-6001,7,Chiapas,18,Coapilla,002-6,1,475,642.6303,018_002-6_001,11665.4979392,6618065.38808,018_002-6_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5
07046012-4003,7,Chiapas,46,Jiquipilas,012-4,3,255,2771.2953,046_012-4_003,27137.7757697,28127253.4206,046_012-4_003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
07083006-2004,7,Chiapas,83,Socoltenango,006-2,4,193,213.9666,083_006-2_004,6099.48780103,2126475.65405,083_006-2_004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
07061014-A008,7,Chiapas,61,Ocozocoautla de Espinosa,014-A,8,53,1125.9293,061_014-A_008,18039.2709238,11218682.0295,061_014-A_008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07061009-9001,7,Chiapas,61,Ocozocoautla de Espinosa,009-9,1,21,4120.3345,061_009-9_001,39824.4767873,41089130.4668,061_009-9_001,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07006002-5002,7,Chiapas,6,Amatenango de la Frontera,002-5,2,418,1006.2607,006_002-5_002,16876.371403,10772514.1695,006_002-5_002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,7
07074005-9006,7,Chiapas,74,Reforma,005-9,6,26,831.8211,074_005-9_006,14102.3109729,8319734.15593,074_005-9_006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
07068007-0009,7,Chiapas,68,Pichucalco,007-0,9,85,477.4119,068_007-0_009,9931.96706269,4770361.86481,068_007-0_009,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07032005-9045,7,Chiapas,32,Escuintla,005-9,45,31,119.4583,032_005-9_045,8807.02996005,1192302.61437,032_005-9_045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6
07067002-0001,7,Chiapas,67,Pantepec,002-0,1,39,204.5195,067_002-0_001,7507.53436538,2069487.00039,067_002-0_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07041003-9001,7,Chiapas,41,La Independencia,003-9,1,1376,1949.3624,041_003-9_001,32173.6914709,21828870.5832,041_003-9_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07035001-2004,7,Chiapas,35,Frontera Hidalgo,001-2,4,16,377.0421,035_001-2_004,9865.73916807,3723147.47663,035_001-2_004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
07107023-A008,7,Chiapas,107,Villa Corzo,023-A,8,16,523.6112,107_023-A_008,13313.0321756,5200585.39797,107_023-A_008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07102003-6018,7,Chiapas,102,Tuxtla Chico,003-6,18,59,548.7531,102_003-6_018,13562.1006851,5420719.95858,102_003-6_018,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07027006-3003,7,Chiapas,27,Chiapa de Corzo,006-3,3,299,952.4884,027_006-3_003,17333.1816827,9488582.83648,027_006-3_003,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07061014-A005,7,Chiapas,61,Ocozocoautla de Espinosa,014-A,5,551,2401.3575,061_014-A_005,27706.6595995,24983610.1988,061_014-A_005,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07009004-6003,7,Chiapas,9,Arriaga,004-6,3,54,2158.0387,009_004-6_003,34789.8942918,21637525.9576,009_004-6_003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,1,,,,,,,19
07046012-4009,7,Chiapas,46,Jiquipilas,012-4,9,58,347.5536,046_012-4_009,8195.1810546,3583785.76551,046_012-4_009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,6
07046010-5014,7,Chiapas,46,Jiquipilas,010-5,14,53,279.2662,046_010-5_014,9767.99060772,2779045.52544,046_010-5_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
07034007-2001,7,Chiapas,34,Frontera Comalapa,007-2,1,29,1057.6999,034_007-2_001,14518.4990475,10496880.3685,034_007-2_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07013003-4008,7,Chiapas,13,Bochil,003-4,8,600,1353.831,013_003-4_008,22109.2670845,13503830.0423,013_003-4_008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4
07065010-0002,7,Chiapas,65,Palenque,010-0,2,8,756.9852,065_010-0_002,13568.8178275,7569890.91912,065_010-0_002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07038001-4009,7,Chiapas,38,Huixtán,001-4,9,108,79.0386,038_001-4_009,3889.23808166,787452.422646,038_001-4_009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,33
07067002-0003,7,Chiapas,67,Pantepec,002-0,3,223,383.5805,067_002-0_003,9361.83751405,4003652.40567,067_002-0_003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2
07023001-1003,7,Chiapas,23,Chamula,001-1,3,5117,6990.5059,023_001-1_003,41306.6235448,69673297.1313,023_001-1_003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,10,,,,,,22
07102003-6023,7,Chiapas,102,Tuxtla Chico,003-6,23,45,240.5105,102_003-6_023,10953.5043466,2376607.76427,102_003-6_023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
07116011-6007,7,Chiapas,116,Marqués de Comillas,011-6,7,185,1710.7889,116_011-6_007,19175.7851191,17402497.2805,116_011-6_007,,,,,,,,,,,,,,,8,,,,,5,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,36
07075005-6012,7,Chiapas,75,Las Rosas,005-6,12,18,56.619,075_005-6_012,3359.52660346,563305.22626,075_005-6_012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,18
07108020-3009,7,Chiapas,108,Villaflores,020-3,9,142,2280.6151,108_020-3_009,33226.592386,22982679.211,108_020-3_009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,10
07012003-7003,7,Chiapas,12,Berriozábal,003-7,3,262,1815.8727,012_003-7_003,36598.0124016,19059878.3654,012_003-7_003,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07080006-0001,7,Chiapas,80,Siltepec,006-0,1,344,2960.8826,080_006-0_001,23251.0980795,29348264.6794,080_006-0_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07065015-3007,7,Chiapas,65,Palenque,015-3,7,9,1339.7528,065_015-3_007,17597.4425966,13391862.0229,065_015-3_007,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07094004-7005,7,Chiapas,94,Teopisca,004-7,5,756,2357.9145,094_004-7_005,32651.7529158,23635645.4077,094_004-7_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3
07020011-3012,7,Chiapas,20,La Concordia,011-3,12,17,1496.3386,020_011-3_012,23136.3265523,14858894.6647,020_011-3_012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
07111001-6003,7,Chiapas,111,Zinacantán,001-6,3,88,318.78,111_001-6_003,7873.34533511,3176389.10287,111_001-6_003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,73
07012005-6004,7,Chiapas,12,Berriozábal,005-6,4,1045,1392.9106,012_005-6_004,35946.6301214,14493887.903,012_005-6_004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2
07108009-7008,7,Chiapas,108,Villaflores,009-7,8,298,1112.393,108_009-7_008,36311.5048421,11357214.572,108_009-7_008,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07061013-5014,7,Chiapas,61,Ocozocoautla de Espinosa,013-5,14,234,530.1636,061_013-5_014,11154.2320532,5744494.91374,061_013-5_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2
07061010-1028,7,Chiapas,61,Ocozocoautla de Espinosa,010-1,28,41,523.064,061_010-1_028,11262.3488623,5215260.94628,061_010-1_028,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
07046016-2004,7,Chiapas,46,Jiquipilas,016-2,4,95,1580.9774,046_016-2_004,17065.4083561,15964900.4835,046_016-2_004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
07021002-1011,7,Chiapas,21,Copainalá,002-1,11,68,731.5728,021_002-1_011,12844.655341,7300898.23997,021_002-1_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07042001-7007,7,Chiapas,42,Ixhuatán,001-7,7,907,899.003,042_001-7_007,20876.472754,9397075.8073,042_001-7_007,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
07034005-3005,7,Chiapas,34,Frontera Comalapa,005-3,5,10,157.4976,034_005-3_005,9489.89045561,1562676.73371,034_005-3_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
07041006-2014,7,Chiapas,41,La Independencia,006-2,14,205,151.0543,041_006-2_014,5293.63270727,1618655.0315,041_006-2_014,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
07099012-8019,7,Chiapas,99,La Trinitaria,012-8,19,300,512.9009,099_012-8_019,14366.8141721,5397491.10114,099_012-8_019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
07065020-4009,7,Chiapas,65,Palenque,020-4,9,117,1035.4691,065_020-4_009,13377.1739003,10819505.2675,065_020-4_009,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
07065011-5009,7,Chiapas,65,Palenque,011-5,9,6,552.6752,065_011-5_009,10810.2718534,5525402.99867,065_011-5_009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
