"","AC","cve_Entidad","Entidad","cvd_Municipio","Municipio","cve_AGEB","cve_Manzana","Terrenos_totales","Superficie_total","Terrenos_con_actividad_forestal","Terrenos_con_actividad_pecuaria","Terrenos_con_actividad_agricola","Superfice_carto_agricola","Superficie_sembrada","Terreno_promedio_ha_total","Terreno_promedio_aricola","Porcentaje_terrenos_forestal","Porcentaje_terrenos_pecuario","Porcentaje_terrenos_agricola","Porcentaje_ocupado"
"6601","07087003-8011","07","Chiapas","087","Suchiate","003-8","011","122",557.2853,0,1,22,2,18.6552,11806614.15418,9.13582459016393,0,0.00819672131147541,0.0163934426229508,0.0245901639344262
"6602","07087003-8012","07","Chiapas","087","Suchiate","003-8","012","84",579.7093,0,25,24,18,133.2618,12721656.23792,13.8026023809524,0,0.297619047619048,0.214285714285714,0.511904761904762
"6603","07087003-8013","07","Chiapas","087","Suchiate","003-8","013","56",591.2522,0,9,39,24,234.4959,17501306.47077,31.674225,0,0.160714285714286,0.428571428571429,0.589285714285714
"6604","07087003-8014","07","Chiapas","087","Suchiate","003-8","014","44",35.8862,0,0,28,31,24.3265,838012.191758,1.63119090909091,0,0,0.704545454545455,0.704545454545455
"6605","07087003-8015","07","Chiapas","087","Suchiate","003-8","015","78",548.6021,1,39,30,2,13.8376,11490410.82986,14.0667205128205,0.0128205128205128,0.5,0.0256410256410256,0.538461538461538
"6606","07087003-8016","07","Chiapas","087","Suchiate","003-8","016","32",841.9168,0,7,32,18,384.7368,16612438.02494,52.6198,0,0.21875,0.5625,0.78125
"6607","07087003-8017","07","Chiapas","087","Suchiate","003-8","017","3",222.3116,0,1,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333
"6608","07087003-8019","07","Chiapas","087","Suchiate","003-8","019","50",8.1693,0,1,19,47,7.7911,80602.4130916,0.163386,0,0.02,0.94,0.96
"6609","07087003-8020","07","Chiapas","087","Suchiate","003-8","020","23",100.9098,0,1,80,17,72.8222,4049826.94984,17.5495304347826,0,0.0434782608695652,0.739130434782609,0.782608695652174
"6610","07087006-1001","07","Chiapas","087","Suchiate","006-1","001","123",141.8213,0,1,2,2,0.5671,3040456.1398,2.30603739837398,0,0.00813008130081301,0.016260162601626,0.024390243902439
"6611","07087006-1002","07","Chiapas","087","Suchiate","006-1","002","75",2985.7439,0,4,2,12,802.8452,30052252.8798,39.8099186666667,0,0.0533333333333333,0.16,0.213333333333333
"6612","07087006-1004","07","Chiapas","087","Suchiate","006-1","004","136",231.6848,0,1,0,0,0,0,0,0,0.00735294117647059,0,0.00735294117647059
"6613","07087006-1005","07","Chiapas","087","Suchiate","006-1","005","126",2341.4732,0,4,10,9,445.4964,46199324.3796,37.1662412698413,0,0.0317460317460317,0.0714285714285714,0.103174603174603
"6614","07087006-1006","07","Chiapas","087","Suchiate","006-1","006","74",236.3941,0,17,12,9,10.2363,4867851.77776,6.38902972972973,0,0.22972972972973,0.121621621621622,0.351351351351351
"6615","07087006-1007","07","Chiapas","087","Suchiate","006-1","007","314",725.9254,0,0,7,1,1.9159,7495849.79239,2.31186433121019,0,0,0.00318471337579618,0.00318471337579618
"6616","07087006-1010","07","Chiapas","087","Suchiate","006-1","010","121",506.3729,0,2,10,2,8.3698,4995521.43464,4.1849,0,0.0165289256198347,0.0165289256198347,0.0330578512396694
"6617","07087006-1012","07","Chiapas","087","Suchiate","006-1","012","221",358.8714,0,0,12,1,0.3952,3908748.53908,1.62385248868778,0,0,0.00452488687782805,0.00452488687782805
"6618","07087006-1013","07","Chiapas","087","Suchiate","006-1","013","6",135.9527,0,1,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667
"6619","07087006-1015","07","Chiapas","087","Suchiate","006-1","015","5",21.4891,0,1,0,0,0,0,0,0,0.2,0,0.2
"6620","07087006-1017","07","Chiapas","087","Suchiate","006-1","017","82",61.0699,0,3,51,15,8.5953,1889946.201849,2.23426463414634,0,0.0365853658536585,0.182926829268293,0.219512195121951
"6621","07087006-1019","07","Chiapas","087","Suchiate","006-1","019","29",65.6488,0,0,0,0,0,0,0,0,0,0,0
"6622","07088001-6001","07","Chiapas","088","Sunuapa","001-6","001","39",771.8347,0,23,2,6,85.0445,15426363.95638,39.5812666666667,0,0.58974358974359,0.153846153846154,0.743589743589744
"6623","07088001-6002","07","Chiapas","088","Sunuapa","001-6","002","25",527.0426,0,19,2,2,14.1502,5266526.93428,21.081704,0,0.76,0.08,0.84
"6624","07088001-6003","07","Chiapas","088","Sunuapa","001-6","003","30",646.3587,0,17,6,2,110.6588,12917763.79128,43.09058,0,0.566666666666667,0.0666666666666667,0.633333333333333
"6625","07088001-6004","07","Chiapas","088","Sunuapa","001-6","004","15",392.0182,0,12,0,0,0,0,0,0,0.8,0,0.8
"6626","07088001-6005","07","Chiapas","088","Sunuapa","001-6","005","15",524.0358,0,13,0,0,0,0,0,0,0.866666666666667,0,0.866666666666667
"6627","07088001-6006","07","Chiapas","088","Sunuapa","001-6","006","34",688.9663,0,21,12,4,116.3439,13768495.3538,40.5274294117647,0,0.617647058823529,0.117647058823529,0.735294117647059
"6628","07088001-6009","07","Chiapas","088","Sunuapa","001-6","009","4",568.7219,0,3,0,0,0,0,0,0,0.75,0,0.75
"6629","07088001-6010","07","Chiapas","088","Sunuapa","001-6","010","3",403.4973,0,2,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"6630","07088001-6013","07","Chiapas","088","Sunuapa","001-6","013","62",798.9082,0,29,26,20,265.6494,15964549.25204,25.7712322580645,0,0.467741935483871,0.32258064516129,0.790322580645161
"6631","07088001-6016","07","Chiapas","088","Sunuapa","001-6","016","16",806.6991,0,14,0,0,0,0,0,0,0.875,0,0.875
"6632","07088001-6017","07","Chiapas","088","Sunuapa","001-6","017","49",467.3229,0,42,0,0,0,0,0,0,0.857142857142857,0,0.857142857142857
"6633","07088001-6018","07","Chiapas","088","Sunuapa","001-6","018","61",1173.0753,0,30,36,3,52.2631,23438994.5554,38.4614852459016,0,0.491803278688525,0.0491803278688525,0.540983606557377
"6634","07089022-5001","07","Chiapas","089","Tapachula","022-5","001","3",3.0947,1,0,1,1,0.4455,30630.3113818,1.03156666666667,0.333333333333333,0,0.333333333333333,0.666666666666667
"6635","07089022-5002","07","Chiapas","089","Tapachula","022-5","002","20",203.919,0,0,2,17,64.1393,2018253.49664,10.19595,0,0,0.85,0.85
"6636","07089022-5003","07","Chiapas","089","Tapachula","022-5","003","205",3595.2285,0,0,12,178,3121.7106,142307164.7348,70.1508,0,0,0.868292682926829,0.868292682926829
"6637","07089022-5004","07","Chiapas","089","Tapachula","022-5","004","8",124.0817,0,0,4,8,124.0817,1227974.00172,15.5102125,0,0,1,1
"6638","07089022-5005","07","Chiapas","089","Tapachula","022-5","005","31",201.531,0,0,10,24,156.024,3988864.26982,13.002,0,0,0.774193548387097,0.774193548387097
"6639","07089022-5006","07","Chiapas","089","Tapachula","022-5","006","4",9.1511,0,0,12,2,5.6812,181105.79078,4.57555,0,0,0.5,0.5
"6640","07089022-5007","07","Chiapas","089","Tapachula","022-5","007","20",6.398,0,0,14,14,4.1588,126613.8363764,0.6398,0,0,0.7,0.7
"6641","07089022-5009","07","Chiapas","089","Tapachula","022-5","009","120",444.646,0,0,18,113,402.2161,8799369.76964,7.41076666666667,0,0,0.941666666666667,0.941666666666667
"6642","07089022-5010","07","Chiapas","089","Tapachula","022-5","010","39",197.0938,0,0,20,36,185.6427,3900456.89072,10.1073743589744,0,0,0.923076923076923,0.923076923076923
"6643","07089022-5011","07","Chiapas","089","Tapachula","022-5","011","130",131.7545,0,0,11,114,109.3656,1334821.59835,1.01349615384615,0,0,0.876923076923077,0.876923076923077
"6644","07089022-5012","07","Chiapas","089","Tapachula","022-5","012","112",607.8043,0,0,24,94,186.1815,12051147.78756,10.8536482142857,0,0,0.839285714285714,0.839285714285714
"6645","07089022-5013","07","Chiapas","089","Tapachula","022-5","013","46",104.8698,0,0,26,46,104.8698,2075169.89864,4.55955652173913,0,0,1,1
"6646","07089022-5014","07","Chiapas","089","Tapachula","022-5","014","1",20.5317,0,0,14,1,20.5317,203151.586512,20.5317,0,0,1,1
"6647","07089022-5015","07","Chiapas","089","Tapachula","022-5","015","46",485.1314,0,0,15,46,485.1314,4799770.84108,10.5463347826087,0,0,1,1
"6648","07089022-5016","07","Chiapas","089","Tapachula","022-5","016","3",259.35,0,0,16,1,111.792,2565604.19062,86.45,0,0,0.333333333333333,0.333333333333333
"6649","07089022-5017","07","Chiapas","089","Tapachula","022-5","017","46",602.4809,0,0,34,34,456.9905,11920031.24954,26.1948217391304,0,0,0.739130434782609,0.739130434782609
"6650","07089022-5018","07","Chiapas","089","Tapachula","022-5","018","671",1013.4284,0,0,72,612,774.2725,43295669.9928,6.04130193740686,0,0,0.912071535022355,0.912071535022355
"6651","07089022-5019","07","Chiapas","089","Tapachula","022-5","019","167",80.9476,0,0,19,165,79.6478,800781.776412,0.484716167664671,0,0,0.988023952095808,0.988023952095808
"6652","07089022-5020","07","Chiapas","089","Tapachula","022-5","020","62",181.3226,0,0,20,62,181.3226,1793506.8546,2.92455806451613,0,0,1,1
"6653","07089022-5022","07","Chiapas","089","Tapachula","022-5","022","134",334.933,0,0,66,100,249.95,9938925.71295,7.4985,0,0,0.746268656716418,0.746268656716418
"6654","07089022-5023","07","Chiapas","089","Tapachula","022-5","023","16",314.5747,0,0,46,16,314.5747,6528344.76994,39.3218375,0,0,1,1
"6655","07089022-5024","07","Chiapas","089","Tapachula","022-5","024","5",4.4939,0,0,24,5,4.4939,44464.585587,0.89878,0,0,1,1
"6656","07089022-5026","07","Chiapas","089","Tapachula","022-5","026","125",274.4928,0,0,52,122,263.1151,5559746.33578,4.3918848,0,0,0.976,0.976
"6657","07089022-5027","07","Chiapas","089","Tapachula","022-5","027","5",13.2809,0,0,27,5,13.2809,690679.503545,2.65618,0,0,1,1
"6658","07089022-5028","07","Chiapas","089","Tapachula","022-5","028","1",60.5972,0,0,28,1,60.5972,599515.299351,60.5972,0,0,1,1
"6659","07089022-5029","07","Chiapas","089","Tapachula","022-5","029","79",79.2817,0,0,58,79,79.2817,1695175.42636,2.00713164556962,0,0,1,1
"6660","07089022-5031","07","Chiapas","089","Tapachula","022-5","031","1",33.6005,0,0,0,0,0,0,0,0,0,0,0
"6661","07089023-A001","07","Chiapas","089","Tapachula","023-A","001","40",33.4874,0,0,1,38,31.1546,331388.625884,0.837185,0,0,0.95,0.95
"6662","07089023-A002","07","Chiapas","089","Tapachula","023-A","002","147",354.1671,0,0,4,125,301.1625,7009518.28428,4.8186,0,0,0.850340136054422,0.850340136054422
"6663","07089023-A003","07","Chiapas","089","Tapachula","023-A","003","15",842.1745,0,0,3,14,838.4268,8332855.32709,56.1449666666667,0,0,0.933333333333333,0.933333333333333
"6664","07089023-A004","07","Chiapas","089","Tapachula","023-A","004","6",48.3156,0,0,4,5,41.1195,478059.099413,8.0526,0,0,0.833333333333333,0.833333333333333
"6665","07089023-A005","07","Chiapas","089","Tapachula","023-A","005","145",943.1833,0,0,5,141,836.6008,9336509.20765,6.5047124137931,0,0,0.972413793103448,0.972413793103448
"6666","07089023-A006","07","Chiapas","089","Tapachula","023-A","006","6",20.2398,0,0,6,6,20.2398,200244.749249,3.3733,0,0,1,1
"6667","07089023-A007","07","Chiapas","089","Tapachula","023-A","007","4",330.4094,0,0,7,4,330.4094,3268840.49564,82.60235,0,0,1,1
"6668","07089023-A008","07","Chiapas","089","Tapachula","023-A","008","5",785.3831,0,0,8,4,563.3752,7770367.73098,157.07662,0,0,0.8,0.8
"6669","07089023-A009","07","Chiapas","089","Tapachula","023-A","009","112",98.0549,0,0,9,111,97.9028,1011557.00777,0.875490178571429,0,0,0.991071428571429,0.991071428571429
"6670","07089023-A010","07","Chiapas","089","Tapachula","023-A","010","88",812.4512,0,0,10,88,812.4512,8037943.62559,9.2324,0,0,1,1
"6671","07089023-A011","07","Chiapas","089","Tapachula","023-A","011","51",184.5001,0,0,11,46,166.5268,1825286.95046,3.61764901960784,0,0,0.901960784313726,0.901960784313726
"6672","07089023-A013","07","Chiapas","089","Tapachula","023-A","013","128",145.1633,0,0,26,128,145.1633,3480345.8017,2.2681765625,0,0,1,1
"6673","07089023-A014","07","Chiapas","089","Tapachula","023-A","014","8",448.6219,0,0,14,8,448.6219,4438088.77867,56.0777375,0,0,1,1
"6674","07089023-A015","07","Chiapas","089","Tapachula","023-A","015","34",164.6484,0,0,15,34,164.6484,1628853.84393,4.8426,0,0,1,1
"6675","07089023-A016","07","Chiapas","089","Tapachula","023-A","016","172",181.337,0,0,16,139,163.0491,1949682.14052,1.05428488372093,0,0,0.808139534883721,0.808139534883721
"6676","07089023-A018","07","Chiapas","089","Tapachula","023-A","018","2",402.253,0,0,18,2,402.253,3979267.41552,201.1265,0,0,1,1
"6677","07089023-A019","07","Chiapas","089","Tapachula","023-A","019","9",691.6671,0,0,19,9,691.6671,6842062.15593,76.8519,0,0,1,1
"6678","07089023-A020","07","Chiapas","089","Tapachula","023-A","020","129",185.8168,0,0,20,109,153.7666,1838081.03486,1.44044031007752,0,0,0.844961240310077,0.844961240310077
"6679","07089023-A021","07","Chiapas","089","Tapachula","023-A","021","74",554.7215,0,0,21,23,36.9536,5487370.97868,7.49623648648649,0,0,0.310810810810811,0.310810810810811
"6680","07089023-A022","07","Chiapas","089","Tapachula","023-A","022","419",1015.9074,0,0,132,362,877.7052,60295942.1454,14.5476,0,0,0.863961813842482,0.863961813842482
"6681","07089023-A023","07","Chiapas","089","Tapachula","023-A","023","90",879.1624,0,0,23,80,748.2831,8695921.40346,9.76847111111111,0,0,0.888888888888889,0.888888888888889
"6682","07089023-A024","07","Chiapas","089","Tapachula","023-A","024","3",694.5501,0,0,24,1,231.5167,6869961.55592,231.5167,0,0,0.333333333333333,0.333333333333333
"6683","07089023-A025","07","Chiapas","089","Tapachula","023-A","025","365",465.5968,0,0,50,240,325.0836,9408280.22532,2.55121534246575,0,0,0.657534246575342,0.657534246575342
"6684","07089023-A026","07","Chiapas","089","Tapachula","023-A","026","1",370.1876,0,0,0,0,0,0,0,0,0,0,0
"6685","07089023-A027","07","Chiapas","089","Tapachula","023-A","027","100",131.1001,0,0,27,82,110.7652,1301527.96045,1.311001,0,0,0.82,0.82
"6686","07089023-A029","07","Chiapas","089","Tapachula","023-A","029","12",14.6432,0,0,29,12,14.6432,144915.449741,1.22026666666667,0,0,1,1
"6687","07089023-A030","07","Chiapas","089","Tapachula","023-A","030","63",39.8336,0,0,30,47,37.5097,395451.165485,0.632279365079365,0,0,0.746031746031746,0.746031746031746
"6688","07089023-A031","07","Chiapas","089","Tapachula","023-A","031","81",97.8455,0,0,31,57,93.4023,971256.723609,1.20796913580247,0,0,0.703703703703704,0.703703703703704
"6689","07089023-A032","07","Chiapas","089","Tapachula","023-A","032","8",24.7161,0,0,32,7,24.6038,244560.069986,3.0895125,0,0,0.875,0.875
"6690","07089023-A033","07","Chiapas","089","Tapachula","023-A","033","21",37.2706,0,0,33,14,24.1463,368615.471644,1.77479047619048,0,0,0.666666666666667,0.666666666666667
"6691","07089023-A035","07","Chiapas","089","Tapachula","023-A","035","366",2345.1195,0,0,70,287,2261.0658,46795714.6546,12.8148606557377,0,0,0.784153005464481,0.784153005464481
"6692","07089023-A036","07","Chiapas","089","Tapachula","023-A","036","179",117.3683,0,0,36,66,42.7322,1172918.09573,0.655688826815642,0,0,0.368715083798883,0.368715083798883
"6693","07089023-A037","07","Chiapas","089","Tapachula","023-A","037","4",7.0436,0,1,37,3,5.2827,69668.4616886,1.7609,0,0.25,0.75,1
"6694","07089023-A038","07","Chiapas","089","Tapachula","023-A","038","10",29.3843,0,0,38,10,29.3843,438438.282035,2.93843,0,0,1,1
"6695","07089023-A039","07","Chiapas","089","Tapachula","023-A","039","5",8.023,0,0,39,5,8.023,79377.374402,1.6046,0,0,1,1
"6696","07089024-4001","07","Chiapas","089","Tapachula","024-4","001","49",838.6439,0,0,1,45,237.5772,8295333.05659,17.1151816326531,0,0,0.918367346938776,0.918367346938776
"6697","07089024-4002","07","Chiapas","089","Tapachula","024-4","002","108",124.7862,0,0,2,95,118.549,1241254.84977,1.15542777777778,0,0,0.87962962962963,0.87962962962963
"6698","07089024-4003","07","Chiapas","089","Tapachula","024-4","003","325",141.4738,0,0,3,312,137.314,1620395.5552,0.435304,0,0,0.96,0.96
"6699","07089024-4004","07","Chiapas","089","Tapachula","024-4","004","226",196.6969,0,0,4,203,188.3591,2100802.58161,0.870340265486726,0,0,0.898230088495575,0.898230088495575
"6700","07089024-4005","07","Chiapas","089","Tapachula","024-4","005","9",324.3094,0,0,5,9,324.3094,3207588.41368,36.0343777777778,0,0,1,1
"6701","07089024-4006","07","Chiapas","089","Tapachula","024-4","006","474",633.8226,0,0,12,406,596.8216,12828335.60596,2.67435696202532,0,0,0.856540084388186,0.856540084388186
"6702","07089024-4007","07","Chiapas","089","Tapachula","024-4","007","81",127.6438,0,0,7,76,118.7694,1321157.11858,1.57584938271605,0,0,0.938271604938272,0.938271604938272
"6703","07089024-4008","07","Chiapas","089","Tapachula","024-4","008","38",161.7939,0,0,8,32,132.1969,1600165.17106,4.25773421052632,0,0,0.842105263157895,0.842105263157895
"6704","07089024-4009","07","Chiapas","089","Tapachula","024-4","009","186",583.296,0,0,45,160,501.76,28844029.55715,15.68,0,0,0.860215053763441,0.860215053763441
"6705","07089024-4010","07","Chiapas","089","Tapachula","024-4","010","20",411.3833,0,0,10,16,391.1394,4068442.34155,20.569165,0,0,0.8,0.8
"6706","07089024-4012","07","Chiapas","089","Tapachula","024-4","012","9",727.7982,0,0,12,8,708.9114,7197451.42772,80.8664666666667,0,0,0.888888888888889,0.888888888888889
"6707","07089024-4013","07","Chiapas","089","Tapachula","024-4","013","18",75.8744,0,0,13,18,75.8744,750352.664815,4.21524444444444,0,0,1,1
"6708","07089024-4014","07","Chiapas","089","Tapachula","024-4","014","148",169.0023,0,0,14,141,157.6113,1959576.00757,1.14190743243243,0,0,0.952702702702703,0.952702702702703
"6709","07089024-4015","07","Chiapas","089","Tapachula","024-4","015","143",1081.3088,0,0,60,100,756.16,42770498.9308,30.2464,0,0,0.699300699300699,0.699300699300699
"6710","07089024-4016","07","Chiapas","089","Tapachula","024-4","016","94",177.6294,0,0,16,86,165.583,1899000.45282,1.88967446808511,0,0,0.914893617021277,0.914893617021277
"6711","07089024-4017","07","Chiapas","089","Tapachula","024-4","017","74",397.314,0,0,17,71,391.4201,3949530.71084,5.36910810810811,0,0,0.959459459459459,0.959459459459459
"6712","07089024-4018","07","Chiapas","089","Tapachula","024-4","018","4",495.1261,0,0,18,4,495.1261,4896276.25864,123.781525,0,0,1,1
"6713","07089024-4019","07","Chiapas","089","Tapachula","024-4","019","22",53.569,0,0,19,19,41.1559,529721.972354,2.43495454545455,0,0,0.863636363636364,0.863636363636364
"6714","07089024-4020","07","Chiapas","089","Tapachula","024-4","020","31",39.4634,0,0,20,26,34.7306,390626.288304,1.27301290322581,0,0,0.838709677419355,0.838709677419355
"6715","07089024-4021","07","Chiapas","089","Tapachula","024-4","021","21",91.4624,0,0,21,6,38.6886,943646.984768,4.35535238095238,0,0,0.285714285714286,0.285714285714286
"6716","07089024-4022","07","Chiapas","089","Tapachula","024-4","022","11",25.3958,0,0,22,8,17.7926,382635.778145,2.30870909090909,0,0,0.727272727272727,0.727272727272727
"6717","07089024-4023","07","Chiapas","089","Tapachula","024-4","023","23",14.2722,0,0,46,17,9.2954,282256.501566,1.24106086956522,0,0,0.739130434782609,0.739130434782609
"6718","07089024-4024","07","Chiapas","089","Tapachula","024-4","024","321",708.6822,0,0,48,302,697.9924,14015035.48166,4.41546542056075,0,0,0.940809968847352,0.940809968847352
"6719","07089024-4025","07","Chiapas","089","Tapachula","024-4","025","132",248.7224,0,0,25,118,230.3106,2650601.31162,1.88426060606061,0,0,0.893939393939394,0.893939393939394
"6720","07089024-4026","07","Chiapas","089","Tapachula","024-4","026","11",21.7086,0,0,26,11,21.7086,214653.051219,1.97350909090909,0,0,1,1
"6721","07089024-4027","07","Chiapas","089","Tapachula","024-4","027","26",413.2528,0,0,27,23,409.2481,4086033.00593,15.8943384615385,0,0,0.884615384615385,0.884615384615385
"6722","07089024-4028","07","Chiapas","089","Tapachula","024-4","028","1",122.0415,0,0,0,0,0,0,0,0,0,0,0
"6723","07089024-4029","07","Chiapas","089","Tapachula","024-4","029","8",617.4701,0,0,29,6,591.5503,6105047.45628,77.1837625,0,0,0.75,0.75
"6724","07089024-4030","07","Chiapas","089","Tapachula","024-4","030","231",324.8495,0,0,30,182,302.7153,3468201.74759,1.40627489177489,0,0,0.787878787878788,0.787878787878788
"6725","07089024-4031","07","Chiapas","089","Tapachula","024-4","031","42",548.84,0,0,31,31,348.2566,5426580.59224,13.067619047619,0,0,0.738095238095238,0.738095238095238
"6726","07089024-4032","07","Chiapas","089","Tapachula","024-4","032","101",87.3333,0,0,32,85,78.0587,979101.09236,0.864686138613861,0,0,0.841584158415842,0.841584158415842
"6727","07089024-4033","07","Chiapas","089","Tapachula","024-4","033","75",82.4516,0,0,33,75,82.4516,862911.235314,1.09935466666667,0,0,1,1
"6728","07089024-4034","07","Chiapas","089","Tapachula","024-4","034","14",461.2477,0,0,34,14,461.2477,4560264.32457,32.9462642857143,0,0,1,1
"6729","07089024-4035","07","Chiapas","089","Tapachula","024-4","035","96",664.8498,0,0,35,90,641.9427,6572862.13928,6.92551875,0,0,0.9375,0.9375
"6730","07089024-4036","07","Chiapas","089","Tapachula","024-4","036","84",33.8089,0,0,36,79,31.0296,334249.198776,0.402486904761905,0,0,0.94047619047619,0.94047619047619
"6731","07089024-4037","07","Chiapas","089","Tapachula","024-4","037","12",17.8116,0,0,37,12,17.8116,176114.361202,1.4843,0,0,1,1
"6732","07089024-4038","07","Chiapas","089","Tapachula","024-4","038","36",186.116,0,0,76,35,182.7593,3680477.46804,10.3397777777778,0,0,0.972222222222222,0.972222222222222
"6733","07089024-4039","07","Chiapas","089","Tapachula","024-4","039","16",39.4792,0,0,39,16,39.4792,390495.045782,2.46745,0,0,1,1
"6734","07089024-4040","07","Chiapas","089","Tapachula","024-4","040","19",49.3554,0,0,40,18,48.8818,488148.267051,2.59765263157895,0,0,0.947368421052632,0.947368421052632
"6735","07089024-4041","07","Chiapas","089","Tapachula","024-4","041","31",50.9485,0,0,82,19,31.2265,1007880.718096,3.287,0,0,0.612903225806452,0.612903225806452
"6736","07089024-4043","07","Chiapas","089","Tapachula","024-4","043","1",10.6257,0,0,0,0,0,0,0,0,0,0,0
"6737","07089024-4044","07","Chiapas","089","Tapachula","024-4","044","1",48.869,0,0,0,0,0,0,0,0,0,0,0
"6738","07089024-4045","07","Chiapas","089","Tapachula","024-4","045","26",7.0797,0,0,45,26,7.0797,70017.2600995,0.272296153846154,0,0,1,1
"6739","07089024-4046","07","Chiapas","089","Tapachula","024-4","046","138",57.5749,0,0,46,96,34.797,624119.545723,0.417209420289855,0,0,0.695652173913043,0.695652173913043
"6740","07089024-4047","07","Chiapas","089","Tapachula","024-4","047","47",14.0641,0,0,47,31,9.9842,141313.165968,0.299236170212766,0,0,0.659574468085106,0.659574468085106
"6741","07089024-4048","07","Chiapas","089","Tapachula","024-4","048","24",35.0435,0,0,96,12,19.0903,692917.524074,2.92029166666667,0,0,0.5,0.5
"6742","07089024-4049","07","Chiapas","089","Tapachula","024-4","049","55",29.3199,0,0,49,51,28.2203,317850.36541,0.533089090909091,0,0,0.927272727272727,0.927272727272727
"6743","07089025-9001","07","Chiapas","089","Tapachula","025-9","001","326",907.3344,0,0,1,305,886.312,9271585.94912,2.78323435582822,0,0,0.93558282208589,0.93558282208589
"6744","07089025-9002","07","Chiapas","089","Tapachula","025-9","002","31",394.0153,0,0,2,29,327.3029,3895674.84693,12.7101709677419,0,0,0.935483870967742,0.935483870967742
"6745","07089025-9003","07","Chiapas","089","Tapachula","025-9","003","35",627.0457,0,0,3,22,450.2493,6306162.61009,17.9155914285714,0,0,0.628571428571429,0.628571428571429
"6746","07089025-9004","07","Chiapas","089","Tapachula","025-9","004","73",496.9178,0,0,4,56,316.2552,4912539.9122,6.80709315068493,0,0,0.767123287671233,0.767123287671233
"6747","07089025-9005","07","Chiapas","089","Tapachula","025-9","005","507",753.9002,0,8,5,422,613.4541,7989097.05035,1.48698264299803,0,0.0157790927021696,0.832347140039448,0.848126232741617
"6748","07089025-9006","07","Chiapas","089","Tapachula","025-9","006","29",444.7561,0,0,6,29,444.7561,4396591.40471,15.3364172413793,0,0,1,1
"6749","07089025-9007","07","Chiapas","089","Tapachula","025-9","007","61",719.8234,0,0,7,44,389.48,7115635.04045,11.8003836065574,0,0,0.721311475409836,0.721311475409836
"6750","07089025-9008","07","Chiapas","089","Tapachula","025-9","008","42",60.233,0,0,8,42,60.233,595445.363123,1.43411904761905,0,0,1,1
"6751","07089025-9009","07","Chiapas","089","Tapachula","025-9","009","93",1434.004,0,9,27,55,841.698,42237868.1472,46.2581935483871,0,0.0967741935483871,0.591397849462366,0.688172043010753
"6752","07089025-9010","07","Chiapas","089","Tapachula","025-9","010","87",372.1634,0,2,10,78,340.4363,3718539.45312,4.27774022988506,0,0.0229885057471264,0.896551724137931,0.919540229885057
"6753","07089025-9011","07","Chiapas","089","Tapachula","025-9","011","162",113.2501,0,0,11,97,66.7766,1139773.40949,0.699074691358025,0,0,0.598765432098765,0.598765432098765
"6754","07089025-9012","07","Chiapas","089","Tapachula","025-9","012","15",10.9363,0,0,12,11,8.3417,108584.2855,0.729086666666667,0,0,0.733333333333333,0.733333333333333
"6755","07089025-9013","07","Chiapas","089","Tapachula","025-9","013","116",187.8411,0,0,13,62,116.9276,1898501.5849,1.61931982758621,0,0,0.53448275862069,0.53448275862069
"6756","07089025-9014","07","Chiapas","089","Tapachula","025-9","014","57",45.3982,0,0,14,36,29.0736,457829.670491,0.796459649122807,0,0,0.631578947368421,0.631578947368421
"6757","07089025-9015","07","Chiapas","089","Tapachula","025-9","015","32",245.1445,0,3,15,29,222.3213,2430424.9385,7.660765625,0,0.09375,0.90625,1
"6758","07089025-9017","07","Chiapas","089","Tapachula","025-9","017","26",128.5455,0,26,0,0,0,0,0,0,1,0,1
"6759","07089025-9018","07","Chiapas","089","Tapachula","025-9","018","4",51.2267,0,0,18,4,51.2267,506462.059221,12.806675,0,0,1,1
"6760","07089025-9020","07","Chiapas","089","Tapachula","025-9","020","8",144.0099,0,3,20,2,39.0611,1423862.62406,18.0012375,0,0.375,0.25,0.625
"6761","07089025-9022","07","Chiapas","089","Tapachula","025-9","022","30",31.1142,0,0,44,23,26.5805,670141.613488,2.07428,0,0,0.766666666666667,0.766666666666667
"6762","07089025-9023","07","Chiapas","089","Tapachula","025-9","023","102",44.1653,0,0,23,99,43.1962,502722.601503,0.432993137254902,0,0,0.970588235294118,0.970588235294118
"6763","07089026-3001","07","Chiapas","089","Tapachula","026-3","001","141",1048.9131,0,14,4,123,915.0093,41471942.4148,29.7564,0,0.099290780141844,0.872340425531915,0.971631205673759
"6764","07089026-3002","07","Chiapas","089","Tapachula","026-3","002","57",356.564,0,3,8,44,279.9609,14239440.83992,25.0220350877193,0,0.0526315789473684,0.771929824561403,0.824561403508772
"6765","07089026-3003","07","Chiapas","089","Tapachula","026-3","003","1",389.7028,0,1,0,0,0,0,0,0,1,0,1
"6766","07089026-3004","07","Chiapas","089","Tapachula","026-3","004","53",764.1018,0,4,8,49,700.9892,15103804.60152,28.8340301886792,0,0.0754716981132075,0.924528301886792,1
"6767","07089026-3005","07","Chiapas","089","Tapachula","026-3","005","61",619.0402,0,1,15,16,162.3712,18353292.25479,30.4446,0,0.0163934426229508,0.262295081967213,0.278688524590164
